n,d,coord1,coord2,sim,theta_star_coord1,theta_star_coord2,covered
1000,2,-0.091,0.029,2,0,0,1
1000,2,-0.091,0.03,2,0,0,1
1000,2,-0.091,0.031,2,0,0,1
1000,2,-0.091,0.032,2,0,0,1
1000,2,-0.091,0.033,2,0,0,1
1000,2,-0.091,0.034,2,0,0,1
1000,2,-0.091,0.035,2,0,0,1
1000,2,-0.091,0.036,2,0,0,1
1000,2,-0.091,0.037,2,0,0,1
1000,2,-0.091,0.038,2,0,0,1
1000,2,-0.091,0.039,2,0,0,1
1000,2,-0.091,0.04,2,0,0,1
1000,2,-0.091,0.041,2,0,0,1
1000,2,-0.091,0.042,2,0,0,1
1000,2,-0.091,0.043,2,0,0,1
1000,2,-0.091,0.044,2,0,0,1
1000,2,-0.091,0.045,2,0,0,1
1000,2,-0.091,0.046,2,0,0,1
1000,2,-0.091,0.047,2,0,0,1
1000,2,-0.091,0.048,2,0,0,1
1000,2,-0.091,0.049,2,0,0,1
1000,2,-0.091,0.05,2,0,0,1
1000,2,-0.091,0.051,2,0,0,1
1000,2,-0.091,0.052,2,0,0,1
1000,2,-0.09,-0.076,2,0,0,1
1000,2,-0.09,-0.075,2,0,0,1
1000,2,-0.09,-0.074,2,0,0,1
1000,2,-0.09,-0.073,2,0,0,1
1000,2,-0.09,-0.072,2,0,0,1
1000,2,-0.09,-0.071,2,0,0,1
1000,2,-0.09,-0.07,2,0,0,1
1000,2,-0.09,-0.069,2,0,0,1
1000,2,-0.09,-0.068,2,0,0,1
1000,2,-0.09,-0.067,2,0,0,1
1000,2,-0.09,-0.066,2,0,0,1
1000,2,-0.09,-0.065,2,0,0,1
1000,2,-0.09,-0.064,2,0,0,1
1000,2,-0.09,-0.063,2,0,0,1
1000,2,-0.09,-0.062,2,0,0,1
1000,2,-0.09,-0.061,2,0,0,1
1000,2,-0.09,-0.06,2,0,0,1
1000,2,-0.09,-0.059,2,0,0,1
1000,2,-0.09,-0.058,2,0,0,1
1000,2,-0.09,-0.057,2,0,0,1
1000,2,-0.09,-0.056,2,0,0,1
1000,2,-0.09,-0.055,2,0,0,1
1000,2,-0.09,-0.054,2,0,0,1
1000,2,-0.09,-0.053,2,0,0,1
1000,2,-0.09,-0.052,2,0,0,1
1000,2,-0.09,-0.051,2,0,0,1
1000,2,-0.09,-0.05,2,0,0,1
1000,2,-0.09,-0.049,2,0,0,1
1000,2,-0.09,-0.048,2,0,0,1
1000,2,-0.09,-0.047,2,0,0,1
1000,2,-0.09,-0.046,2,0,0,1
1000,2,-0.09,-0.045,2,0,0,1
1000,2,-0.09,-0.044,2,0,0,1
1000,2,-0.09,-0.043,2,0,0,1
1000,2,-0.09,-0.042,2,0,0,1
1000,2,-0.09,-0.041,2,0,0,1
1000,2,-0.09,-0.04,2,0,0,1
1000,2,-0.09,-0.039,2,0,0,1
1000,2,-0.09,-0.038,2,0,0,1
1000,2,-0.09,-0.037,2,0,0,1
1000,2,-0.09,-0.036,2,0,0,1
1000,2,-0.09,-0.035,2,0,0,1
1000,2,-0.09,-0.034,2,0,0,1
1000,2,-0.09,-0.033,2,0,0,1
1000,2,-0.09,-0.032,2,0,0,1
1000,2,-0.09,-0.031,2,0,0,1
1000,2,-0.09,-0.03,2,0,0,1
1000,2,-0.09,-0.029,2,0,0,1
1000,2,-0.09,-0.028,2,0,0,1
1000,2,-0.09,-0.027,2,0,0,1
1000,2,-0.09,-0.026,2,0,0,1
1000,2,-0.09,-0.025,2,0,0,1
1000,2,-0.09,-0.024,2,0,0,1
1000,2,-0.09,-0.023,2,0,0,1
1000,2,-0.09,-0.022,2,0,0,1
1000,2,-0.09,-0.021,2,0,0,1
1000,2,-0.09,-0.02,2,0,0,1
1000,2,-0.09,-0.019,2,0,0,1
1000,2,-0.09,-0.018,2,0,0,1
1000,2,-0.09,-0.017,2,0,0,1
1000,2,-0.09,-0.016,2,0,0,1
1000,2,-0.09,-0.015,2,0,0,1
1000,2,-0.09,-0.014,2,0,0,1
1000,2,-0.09,-0.013,2,0,0,1
1000,2,-0.09,-0.012,2,0,0,1
1000,2,-0.09,-0.011,2,0,0,1
1000,2,-0.09,-0.01,2,0,0,1
1000,2,-0.09,-0.00900000000000001,2,0,0,1
1000,2,-0.09,-0.00800000000000001,2,0,0,1
1000,2,-0.09,-0.00700000000000001,2,0,0,1
1000,2,-0.09,-0.00600000000000001,2,0,0,1
1000,2,-0.09,-0.005,2,0,0,1
1000,2,-0.09,-0.004,2,0,0,1
1000,2,-0.09,-0.003,2,0,0,1
1000,2,-0.09,-0.002,2,0,0,1
1000,2,-0.09,-0.001,2,0,0,1
1000,2,-0.09,0,2,0,0,1
1000,2,-0.09,0.001,2,0,0,1
1000,2,-0.09,0.002,2,0,0,1
1000,2,-0.09,0.003,2,0,0,1
1000,2,-0.09,0.004,2,0,0,1
1000,2,-0.09,0.005,2,0,0,1
1000,2,-0.09,0.00600000000000001,2,0,0,1
1000,2,-0.09,0.00700000000000001,2,0,0,1
1000,2,-0.09,0.00800000000000001,2,0,0,1
1000,2,-0.09,0.00900000000000001,2,0,0,1
1000,2,-0.09,0.01,2,0,0,1
1000,2,-0.09,0.011,2,0,0,1
1000,2,-0.09,0.012,2,0,0,1
1000,2,-0.09,0.013,2,0,0,1
1000,2,-0.09,0.014,2,0,0,1
1000,2,-0.09,0.015,2,0,0,1
1000,2,-0.09,0.016,2,0,0,1
1000,2,-0.09,0.017,2,0,0,1
1000,2,-0.09,0.018,2,0,0,1
1000,2,-0.09,0.019,2,0,0,1
1000,2,-0.09,0.02,2,0,0,1
1000,2,-0.09,0.021,2,0,0,1
1000,2,-0.09,0.022,2,0,0,1
1000,2,-0.09,0.023,2,0,0,1
1000,2,-0.09,0.024,2,0,0,1
1000,2,-0.09,0.025,2,0,0,1
1000,2,-0.09,0.026,2,0,0,1
1000,2,-0.09,0.027,2,0,0,1
1000,2,-0.09,0.028,2,0,0,1
1000,2,-0.09,0.029,2,0,0,1
1000,2,-0.09,0.03,2,0,0,1
1000,2,-0.09,0.031,2,0,0,1
1000,2,-0.09,0.032,2,0,0,1
1000,2,-0.09,0.033,2,0,0,1
1000,2,-0.09,0.034,2,0,0,1
1000,2,-0.09,0.035,2,0,0,1
1000,2,-0.09,0.036,2,0,0,1
1000,2,-0.09,0.037,2,0,0,1
1000,2,-0.09,0.038,2,0,0,1
1000,2,-0.09,0.039,2,0,0,1
1000,2,-0.09,0.04,2,0,0,1
1000,2,-0.09,0.041,2,0,0,1
1000,2,-0.09,0.042,2,0,0,1
1000,2,-0.09,0.043,2,0,0,1
1000,2,-0.09,0.044,2,0,0,1
1000,2,-0.09,0.045,2,0,0,1
1000,2,-0.09,0.046,2,0,0,1
1000,2,-0.09,0.047,2,0,0,1
1000,2,-0.09,0.048,2,0,0,1
1000,2,-0.09,0.049,2,0,0,1
1000,2,-0.09,0.05,2,0,0,1
1000,2,-0.09,0.051,2,0,0,1
1000,2,-0.09,0.052,2,0,0,1
1000,2,-0.089,-0.076,2,0,0,1
1000,2,-0.089,-0.075,2,0,0,1
1000,2,-0.089,-0.074,2,0,0,1
1000,2,-0.089,-0.073,2,0,0,1
1000,2,-0.089,-0.072,2,0,0,1
1000,2,-0.089,-0.071,2,0,0,1
1000,2,-0.089,-0.07,2,0,0,1
1000,2,-0.089,-0.069,2,0,0,1
1000,2,-0.089,-0.068,2,0,0,1
1000,2,-0.089,-0.067,2,0,0,1
1000,2,-0.089,-0.066,2,0,0,1
1000,2,-0.089,-0.065,2,0,0,1
1000,2,-0.089,-0.064,2,0,0,1
1000,2,-0.089,-0.063,2,0,0,1
1000,2,-0.089,-0.062,2,0,0,1
1000,2,-0.089,-0.061,2,0,0,1
1000,2,-0.089,-0.06,2,0,0,1
1000,2,-0.089,-0.059,2,0,0,1
1000,2,-0.089,-0.058,2,0,0,1
1000,2,-0.089,-0.057,2,0,0,1
1000,2,-0.089,-0.056,2,0,0,1
1000,2,-0.089,-0.055,2,0,0,1
1000,2,-0.089,-0.054,2,0,0,1
1000,2,-0.089,-0.053,2,0,0,1
1000,2,-0.089,-0.052,2,0,0,1
1000,2,-0.089,-0.051,2,0,0,1
1000,2,-0.089,-0.05,2,0,0,1
1000,2,-0.089,-0.049,2,0,0,1
1000,2,-0.089,-0.048,2,0,0,1
1000,2,-0.089,-0.047,2,0,0,1
1000,2,-0.089,-0.046,2,0,0,1
1000,2,-0.089,-0.045,2,0,0,1
1000,2,-0.089,-0.044,2,0,0,1
1000,2,-0.089,-0.043,2,0,0,1
1000,2,-0.089,-0.042,2,0,0,1
1000,2,-0.089,-0.041,2,0,0,1
1000,2,-0.089,-0.04,2,0,0,1
1000,2,-0.089,-0.039,2,0,0,1
1000,2,-0.089,-0.038,2,0,0,1
1000,2,-0.089,-0.037,2,0,0,1
1000,2,-0.089,-0.036,2,0,0,1
1000,2,-0.089,-0.035,2,0,0,1
1000,2,-0.089,-0.034,2,0,0,1
1000,2,-0.089,-0.033,2,0,0,1
1000,2,-0.089,-0.032,2,0,0,1
1000,2,-0.089,-0.031,2,0,0,1
1000,2,-0.089,-0.03,2,0,0,1
1000,2,-0.089,-0.029,2,0,0,1
1000,2,-0.089,-0.028,2,0,0,1
1000,2,-0.089,-0.027,2,0,0,1
1000,2,-0.089,-0.026,2,0,0,1
1000,2,-0.089,-0.025,2,0,0,1
1000,2,-0.089,-0.024,2,0,0,1
1000,2,-0.089,-0.023,2,0,0,1
1000,2,-0.089,-0.022,2,0,0,1
1000,2,-0.089,-0.021,2,0,0,1
1000,2,-0.089,-0.02,2,0,0,1
1000,2,-0.089,-0.019,2,0,0,1
1000,2,-0.089,-0.018,2,0,0,1
1000,2,-0.089,-0.017,2,0,0,1
1000,2,-0.089,-0.016,2,0,0,1
1000,2,-0.089,-0.015,2,0,0,1
1000,2,-0.089,-0.014,2,0,0,1
1000,2,-0.089,-0.013,2,0,0,1
1000,2,-0.089,-0.012,2,0,0,1
1000,2,-0.089,-0.011,2,0,0,1
1000,2,-0.089,-0.01,2,0,0,1
1000,2,-0.089,-0.00900000000000001,2,0,0,1
1000,2,-0.089,-0.00800000000000001,2,0,0,1
1000,2,-0.089,-0.00700000000000001,2,0,0,1
1000,2,-0.089,-0.00600000000000001,2,0,0,1
1000,2,-0.089,-0.005,2,0,0,1
1000,2,-0.089,-0.004,2,0,0,1
1000,2,-0.089,-0.003,2,0,0,1
1000,2,-0.089,-0.002,2,0,0,1
1000,2,-0.089,-0.001,2,0,0,1
1000,2,-0.089,0,2,0,0,1
1000,2,-0.089,0.001,2,0,0,1
1000,2,-0.089,0.002,2,0,0,1
1000,2,-0.089,0.003,2,0,0,1
1000,2,-0.089,0.004,2,0,0,1
1000,2,-0.089,0.005,2,0,0,1
1000,2,-0.089,0.00600000000000001,2,0,0,1
1000,2,-0.089,0.00700000000000001,2,0,0,1
1000,2,-0.089,0.00800000000000001,2,0,0,1
1000,2,-0.089,0.00900000000000001,2,0,0,1
1000,2,-0.089,0.01,2,0,0,1
1000,2,-0.089,0.011,2,0,0,1
1000,2,-0.089,0.012,2,0,0,1
1000,2,-0.089,0.013,2,0,0,1
1000,2,-0.089,0.014,2,0,0,1
1000,2,-0.089,0.015,2,0,0,1
1000,2,-0.089,0.016,2,0,0,1
1000,2,-0.089,0.017,2,0,0,1
1000,2,-0.089,0.018,2,0,0,1
1000,2,-0.089,0.019,2,0,0,1
1000,2,-0.089,0.02,2,0,0,1
1000,2,-0.089,0.021,2,0,0,1
1000,2,-0.089,0.022,2,0,0,1
1000,2,-0.089,0.023,2,0,0,1
1000,2,-0.089,0.024,2,0,0,1
1000,2,-0.089,0.025,2,0,0,1
1000,2,-0.089,0.026,2,0,0,1
1000,2,-0.089,0.027,2,0,0,1
1000,2,-0.089,0.028,2,0,0,1
1000,2,-0.089,0.029,2,0,0,1
1000,2,-0.089,0.03,2,0,0,1
1000,2,-0.089,0.031,2,0,0,1
1000,2,-0.089,0.032,2,0,0,1
1000,2,-0.089,0.033,2,0,0,1
1000,2,-0.089,0.034,2,0,0,1
1000,2,-0.089,0.035,2,0,0,1
1000,2,-0.089,0.036,2,0,0,1
1000,2,-0.089,0.037,2,0,0,1
1000,2,-0.089,0.038,2,0,0,1
1000,2,-0.089,0.039,2,0,0,1
1000,2,-0.089,0.04,2,0,0,1
1000,2,-0.089,0.041,2,0,0,1
1000,2,-0.089,0.042,2,0,0,1
1000,2,-0.089,0.043,2,0,0,1
1000,2,-0.089,0.044,2,0,0,1
1000,2,-0.089,0.045,2,0,0,1
1000,2,-0.089,0.046,2,0,0,1
1000,2,-0.089,0.047,2,0,0,1
1000,2,-0.089,0.048,2,0,0,1
1000,2,-0.089,0.049,2,0,0,1
1000,2,-0.089,0.05,2,0,0,1
1000,2,-0.089,0.051,2,0,0,1
1000,2,-0.089,0.052,2,0,0,1
1000,2,-0.089,0.053,2,0,0,1
1000,2,-0.088,-0.077,2,0,0,1
1000,2,-0.088,-0.076,2,0,0,1
1000,2,-0.088,-0.075,2,0,0,1
1000,2,-0.088,-0.074,2,0,0,1
1000,2,-0.088,-0.073,2,0,0,1
1000,2,-0.088,-0.072,2,0,0,1
1000,2,-0.088,-0.071,2,0,0,1
1000,2,-0.088,-0.07,2,0,0,1
1000,2,-0.088,-0.069,2,0,0,1
1000,2,-0.088,-0.068,2,0,0,1
1000,2,-0.088,-0.067,2,0,0,1
1000,2,-0.088,-0.066,2,0,0,1
1000,2,-0.088,-0.065,2,0,0,1
1000,2,-0.088,-0.064,2,0,0,1
1000,2,-0.088,-0.063,2,0,0,1
1000,2,-0.088,-0.062,2,0,0,1
1000,2,-0.088,-0.061,2,0,0,1
1000,2,-0.088,-0.06,2,0,0,1
1000,2,-0.088,-0.059,2,0,0,1
1000,2,-0.088,-0.058,2,0,0,1
1000,2,-0.088,-0.057,2,0,0,1
1000,2,-0.088,-0.056,2,0,0,1
1000,2,-0.088,-0.055,2,0,0,1
1000,2,-0.088,-0.054,2,0,0,1
1000,2,-0.088,-0.053,2,0,0,1
1000,2,-0.088,-0.052,2,0,0,1
1000,2,-0.088,-0.051,2,0,0,1
1000,2,-0.088,-0.05,2,0,0,1
1000,2,-0.088,-0.049,2,0,0,1
1000,2,-0.088,-0.048,2,0,0,1
1000,2,-0.088,-0.047,2,0,0,1
1000,2,-0.088,-0.046,2,0,0,1
1000,2,-0.088,-0.045,2,0,0,1
1000,2,-0.088,-0.044,2,0,0,1
1000,2,-0.088,-0.043,2,0,0,1
1000,2,-0.088,-0.042,2,0,0,1
1000,2,-0.088,-0.041,2,0,0,1
1000,2,-0.088,-0.04,2,0,0,1
1000,2,-0.088,-0.039,2,0,0,1
1000,2,-0.088,-0.038,2,0,0,1
1000,2,-0.088,-0.037,2,0,0,1
1000,2,-0.088,-0.036,2,0,0,1
1000,2,-0.088,-0.035,2,0,0,1
1000,2,-0.088,-0.034,2,0,0,1
1000,2,-0.088,-0.033,2,0,0,1
1000,2,-0.088,-0.032,2,0,0,1
1000,2,-0.088,-0.031,2,0,0,1
1000,2,-0.088,-0.03,2,0,0,1
1000,2,-0.088,-0.029,2,0,0,1
1000,2,-0.088,-0.028,2,0,0,1
1000,2,-0.088,-0.027,2,0,0,1
1000,2,-0.088,-0.026,2,0,0,1
1000,2,-0.088,-0.025,2,0,0,1
1000,2,-0.088,-0.024,2,0,0,1
1000,2,-0.088,-0.023,2,0,0,1
1000,2,-0.088,-0.022,2,0,0,1
1000,2,-0.088,-0.021,2,0,0,1
1000,2,-0.088,-0.02,2,0,0,1
1000,2,-0.088,-0.019,2,0,0,1
1000,2,-0.088,-0.018,2,0,0,1
1000,2,-0.088,-0.017,2,0,0,1
1000,2,-0.088,-0.016,2,0,0,1
1000,2,-0.088,-0.015,2,0,0,1
1000,2,-0.088,-0.014,2,0,0,1
1000,2,-0.088,-0.013,2,0,0,1
1000,2,-0.088,-0.012,2,0,0,1
1000,2,-0.088,-0.011,2,0,0,1
1000,2,-0.088,-0.01,2,0,0,1
1000,2,-0.088,-0.00900000000000001,2,0,0,1
1000,2,-0.088,-0.00800000000000001,2,0,0,1
1000,2,-0.088,-0.00700000000000001,2,0,0,1
1000,2,-0.088,-0.00600000000000001,2,0,0,1
1000,2,-0.088,-0.005,2,0,0,1
1000,2,-0.088,-0.004,2,0,0,1
1000,2,-0.088,-0.003,2,0,0,1
1000,2,-0.088,-0.002,2,0,0,1
1000,2,-0.088,-0.001,2,0,0,1
1000,2,-0.088,0,2,0,0,1
1000,2,-0.088,0.001,2,0,0,1
1000,2,-0.088,0.002,2,0,0,1
1000,2,-0.088,0.003,2,0,0,1
1000,2,-0.088,0.004,2,0,0,1
1000,2,-0.088,0.005,2,0,0,1
1000,2,-0.088,0.00600000000000001,2,0,0,1
1000,2,-0.088,0.00700000000000001,2,0,0,1
1000,2,-0.088,0.00800000000000001,2,0,0,1
1000,2,-0.088,0.00900000000000001,2,0,0,1
1000,2,-0.088,0.01,2,0,0,1
1000,2,-0.088,0.011,2,0,0,1
1000,2,-0.088,0.012,2,0,0,1
1000,2,-0.088,0.013,2,0,0,1
1000,2,-0.088,0.014,2,0,0,1
1000,2,-0.088,0.015,2,0,0,1
1000,2,-0.088,0.016,2,0,0,1
1000,2,-0.088,0.017,2,0,0,1
1000,2,-0.088,0.018,2,0,0,1
1000,2,-0.088,0.019,2,0,0,1
1000,2,-0.088,0.02,2,0,0,1
1000,2,-0.088,0.021,2,0,0,1
1000,2,-0.088,0.022,2,0,0,1
1000,2,-0.088,0.023,2,0,0,1
1000,2,-0.088,0.024,2,0,0,1
1000,2,-0.088,0.025,2,0,0,1
1000,2,-0.088,0.026,2,0,0,1
1000,2,-0.088,0.027,2,0,0,1
1000,2,-0.088,0.028,2,0,0,1
1000,2,-0.088,0.029,2,0,0,1
1000,2,-0.088,0.03,2,0,0,1
1000,2,-0.088,0.031,2,0,0,1
1000,2,-0.088,0.032,2,0,0,1
1000,2,-0.088,0.033,2,0,0,1
1000,2,-0.088,0.034,2,0,0,1
1000,2,-0.088,0.035,2,0,0,1
1000,2,-0.088,0.036,2,0,0,1
1000,2,-0.088,0.037,2,0,0,1
1000,2,-0.088,0.038,2,0,0,1
1000,2,-0.088,0.039,2,0,0,1
1000,2,-0.088,0.04,2,0,0,1
1000,2,-0.088,0.041,2,0,0,1
1000,2,-0.088,0.042,2,0,0,1
1000,2,-0.088,0.043,2,0,0,1
1000,2,-0.088,0.044,2,0,0,1
1000,2,-0.088,0.045,2,0,0,1
1000,2,-0.088,0.046,2,0,0,1
1000,2,-0.088,0.047,2,0,0,1
1000,2,-0.088,0.048,2,0,0,1
1000,2,-0.088,0.049,2,0,0,1
1000,2,-0.088,0.05,2,0,0,1
1000,2,-0.088,0.051,2,0,0,1
1000,2,-0.088,0.052,2,0,0,1
1000,2,-0.088,0.053,2,0,0,1
1000,2,-0.087,-0.077,2,0,0,1
1000,2,-0.087,-0.076,2,0,0,1
1000,2,-0.087,-0.075,2,0,0,1
1000,2,-0.087,-0.074,2,0,0,1
1000,2,-0.087,-0.073,2,0,0,1
1000,2,-0.087,-0.072,2,0,0,1
1000,2,-0.087,-0.071,2,0,0,1
1000,2,-0.087,-0.07,2,0,0,1
1000,2,-0.087,-0.069,2,0,0,1
1000,2,-0.087,-0.068,2,0,0,1
1000,2,-0.087,-0.067,2,0,0,1
1000,2,-0.087,-0.066,2,0,0,1
1000,2,-0.087,-0.065,2,0,0,1
1000,2,-0.087,-0.064,2,0,0,1
1000,2,-0.087,-0.063,2,0,0,1
1000,2,-0.087,-0.062,2,0,0,1
1000,2,-0.087,-0.061,2,0,0,1
1000,2,-0.087,-0.06,2,0,0,1
1000,2,-0.087,-0.059,2,0,0,1
1000,2,-0.087,-0.058,2,0,0,1
1000,2,-0.087,-0.057,2,0,0,1
1000,2,-0.087,-0.056,2,0,0,1
1000,2,-0.087,-0.055,2,0,0,1
1000,2,-0.087,-0.054,2,0,0,1
1000,2,-0.087,-0.053,2,0,0,1
1000,2,-0.087,-0.052,2,0,0,1
1000,2,-0.087,-0.051,2,0,0,1
1000,2,-0.087,-0.05,2,0,0,1
1000,2,-0.087,-0.049,2,0,0,1
1000,2,-0.087,-0.048,2,0,0,1
1000,2,-0.087,-0.047,2,0,0,1
1000,2,-0.087,-0.046,2,0,0,1
1000,2,-0.087,-0.045,2,0,0,1
1000,2,-0.087,-0.044,2,0,0,1
1000,2,-0.087,-0.043,2,0,0,1
1000,2,-0.087,-0.042,2,0,0,1
1000,2,-0.087,-0.041,2,0,0,1
1000,2,-0.087,-0.04,2,0,0,1
1000,2,-0.087,-0.039,2,0,0,1
1000,2,-0.087,-0.038,2,0,0,1
1000,2,-0.087,-0.037,2,0,0,1
1000,2,-0.087,-0.036,2,0,0,1
1000,2,-0.087,-0.035,2,0,0,1
1000,2,-0.087,-0.034,2,0,0,1
1000,2,-0.087,-0.033,2,0,0,1
1000,2,-0.087,-0.032,2,0,0,1
1000,2,-0.087,-0.031,2,0,0,1
1000,2,-0.087,-0.03,2,0,0,1
1000,2,-0.087,-0.029,2,0,0,1
1000,2,-0.087,-0.028,2,0,0,1
1000,2,-0.087,-0.027,2,0,0,1
1000,2,-0.087,-0.026,2,0,0,1
1000,2,-0.087,-0.025,2,0,0,1
1000,2,-0.087,-0.024,2,0,0,1
1000,2,-0.087,-0.023,2,0,0,1
1000,2,-0.087,-0.022,2,0,0,1
1000,2,-0.087,-0.021,2,0,0,1
1000,2,-0.087,-0.02,2,0,0,1
1000,2,-0.087,-0.019,2,0,0,1
1000,2,-0.087,-0.018,2,0,0,1
1000,2,-0.087,-0.017,2,0,0,1
1000,2,-0.087,-0.016,2,0,0,1
1000,2,-0.087,-0.015,2,0,0,1
1000,2,-0.087,-0.014,2,0,0,1
1000,2,-0.087,-0.013,2,0,0,1
1000,2,-0.087,-0.012,2,0,0,1
1000,2,-0.087,-0.011,2,0,0,1
1000,2,-0.087,-0.01,2,0,0,1
1000,2,-0.087,-0.00900000000000001,2,0,0,1
1000,2,-0.087,-0.00800000000000001,2,0,0,1
1000,2,-0.087,-0.00700000000000001,2,0,0,1
1000,2,-0.087,-0.00600000000000001,2,0,0,1
1000,2,-0.087,-0.005,2,0,0,1
1000,2,-0.087,-0.004,2,0,0,1
1000,2,-0.087,-0.003,2,0,0,1
1000,2,-0.087,-0.002,2,0,0,1
1000,2,-0.087,-0.001,2,0,0,1
1000,2,-0.087,0,2,0,0,1
1000,2,-0.087,0.001,2,0,0,1
1000,2,-0.087,0.002,2,0,0,1
1000,2,-0.087,0.003,2,0,0,1
1000,2,-0.087,0.004,2,0,0,1
1000,2,-0.087,0.005,2,0,0,1
1000,2,-0.087,0.00600000000000001,2,0,0,1
1000,2,-0.087,0.00700000000000001,2,0,0,1
1000,2,-0.087,0.00800000000000001,2,0,0,1
1000,2,-0.087,0.00900000000000001,2,0,0,1
1000,2,-0.087,0.01,2,0,0,1
1000,2,-0.087,0.011,2,0,0,1
1000,2,-0.087,0.012,2,0,0,1
1000,2,-0.087,0.013,2,0,0,1
1000,2,-0.087,0.014,2,0,0,1
1000,2,-0.087,0.015,2,0,0,1
1000,2,-0.087,0.016,2,0,0,1
1000,2,-0.087,0.017,2,0,0,1
1000,2,-0.087,0.018,2,0,0,1
1000,2,-0.087,0.019,2,0,0,1
1000,2,-0.087,0.02,2,0,0,1
1000,2,-0.087,0.021,2,0,0,1
1000,2,-0.087,0.022,2,0,0,1
1000,2,-0.087,0.023,2,0,0,1
1000,2,-0.087,0.024,2,0,0,1
1000,2,-0.087,0.025,2,0,0,1
1000,2,-0.087,0.026,2,0,0,1
1000,2,-0.087,0.027,2,0,0,1
1000,2,-0.087,0.028,2,0,0,1
1000,2,-0.087,0.029,2,0,0,1
1000,2,-0.087,0.03,2,0,0,1
1000,2,-0.087,0.031,2,0,0,1
1000,2,-0.087,0.032,2,0,0,1
1000,2,-0.087,0.033,2,0,0,1
1000,2,-0.087,0.034,2,0,0,1
1000,2,-0.087,0.035,2,0,0,1
1000,2,-0.087,0.036,2,0,0,1
1000,2,-0.087,0.037,2,0,0,1
1000,2,-0.087,0.038,2,0,0,1
1000,2,-0.087,0.039,2,0,0,1
1000,2,-0.087,0.04,2,0,0,1
1000,2,-0.087,0.041,2,0,0,1
1000,2,-0.087,0.042,2,0,0,1
1000,2,-0.087,0.043,2,0,0,1
1000,2,-0.087,0.044,2,0,0,1
1000,2,-0.087,0.045,2,0,0,1
1000,2,-0.087,0.046,2,0,0,1
1000,2,-0.087,0.047,2,0,0,1
1000,2,-0.087,0.048,2,0,0,1
1000,2,-0.087,0.049,2,0,0,1
1000,2,-0.087,0.05,2,0,0,1
1000,2,-0.087,0.051,2,0,0,1
1000,2,-0.087,0.052,2,0,0,1
1000,2,-0.087,0.053,2,0,0,1
1000,2,-0.086,-0.077,2,0,0,1
1000,2,-0.086,-0.076,2,0,0,1
1000,2,-0.086,-0.075,2,0,0,1
1000,2,-0.086,-0.074,2,0,0,1
1000,2,-0.086,-0.073,2,0,0,1
1000,2,-0.086,-0.072,2,0,0,1
1000,2,-0.086,-0.071,2,0,0,1
1000,2,-0.086,-0.07,2,0,0,1
1000,2,-0.086,-0.069,2,0,0,1
1000,2,-0.086,-0.068,2,0,0,1
1000,2,-0.086,-0.067,2,0,0,1
1000,2,-0.086,-0.066,2,0,0,1
1000,2,-0.086,-0.065,2,0,0,1
1000,2,-0.086,-0.064,2,0,0,1
1000,2,-0.086,-0.063,2,0,0,1
1000,2,-0.086,-0.062,2,0,0,1
1000,2,-0.086,-0.061,2,0,0,1
1000,2,-0.086,-0.06,2,0,0,1
1000,2,-0.086,-0.059,2,0,0,1
1000,2,-0.086,-0.058,2,0,0,1
1000,2,-0.086,-0.057,2,0,0,1
1000,2,-0.086,-0.056,2,0,0,1
1000,2,-0.086,-0.055,2,0,0,1
1000,2,-0.086,-0.054,2,0,0,1
1000,2,-0.086,-0.053,2,0,0,1
1000,2,-0.086,-0.052,2,0,0,1
1000,2,-0.086,-0.051,2,0,0,1
1000,2,-0.086,-0.05,2,0,0,1
1000,2,-0.086,-0.049,2,0,0,1
1000,2,-0.086,-0.048,2,0,0,1
1000,2,-0.086,-0.047,2,0,0,1
1000,2,-0.086,-0.046,2,0,0,1
1000,2,-0.086,-0.045,2,0,0,1
1000,2,-0.086,-0.044,2,0,0,1
1000,2,-0.086,-0.043,2,0,0,1
1000,2,-0.086,-0.042,2,0,0,1
1000,2,-0.086,-0.041,2,0,0,1
1000,2,-0.086,-0.04,2,0,0,1
1000,2,-0.086,-0.039,2,0,0,1
1000,2,-0.086,-0.038,2,0,0,1
1000,2,-0.086,-0.037,2,0,0,1
1000,2,-0.086,-0.036,2,0,0,1
1000,2,-0.086,-0.035,2,0,0,1
1000,2,-0.086,-0.034,2,0,0,1
1000,2,-0.086,-0.033,2,0,0,1
1000,2,-0.086,-0.032,2,0,0,1
1000,2,-0.086,-0.031,2,0,0,1
1000,2,-0.086,-0.03,2,0,0,1
1000,2,-0.086,-0.029,2,0,0,1
1000,2,-0.086,-0.028,2,0,0,1
1000,2,-0.086,-0.027,2,0,0,1
1000,2,-0.086,-0.026,2,0,0,1
1000,2,-0.086,-0.025,2,0,0,1
1000,2,-0.086,-0.024,2,0,0,1
1000,2,-0.086,-0.023,2,0,0,1
1000,2,-0.086,-0.022,2,0,0,1
1000,2,-0.086,-0.021,2,0,0,1
1000,2,-0.086,-0.02,2,0,0,1
1000,2,-0.086,-0.019,2,0,0,1
1000,2,-0.086,-0.018,2,0,0,1
1000,2,-0.086,-0.017,2,0,0,1
1000,2,-0.086,-0.016,2,0,0,1
1000,2,-0.086,-0.015,2,0,0,1
1000,2,-0.086,-0.014,2,0,0,1
1000,2,-0.086,-0.013,2,0,0,1
