n,d,coord1,coord2,sim,theta_star_coord1,theta_star_coord2,covered
1000,2,-0.044,-0.058,4,0,0,1
1000,2,-0.044,-0.057,4,0,0,1
1000,2,-0.044,-0.056,4,0,0,1
1000,2,-0.044,-0.055,4,0,0,1
1000,2,-0.044,-0.054,4,0,0,1
1000,2,-0.044,-0.053,4,0,0,1
1000,2,-0.044,-0.052,4,0,0,1
1000,2,-0.044,-0.051,4,0,0,1
1000,2,-0.044,-0.05,4,0,0,1
1000,2,-0.044,-0.049,4,0,0,1
1000,2,-0.044,-0.048,4,0,0,1
1000,2,-0.044,-0.047,4,0,0,1
1000,2,-0.044,-0.046,4,0,0,1
1000,2,-0.044,-0.045,4,0,0,1
1000,2,-0.044,-0.044,4,0,0,1
1000,2,-0.044,-0.043,4,0,0,1
1000,2,-0.044,-0.042,4,0,0,1
1000,2,-0.044,-0.041,4,0,0,1
1000,2,-0.044,-0.04,4,0,0,1
1000,2,-0.044,-0.039,4,0,0,1
1000,2,-0.044,-0.038,4,0,0,1
1000,2,-0.044,-0.037,4,0,0,1
1000,2,-0.044,-0.036,4,0,0,1
1000,2,-0.044,-0.035,4,0,0,1
1000,2,-0.044,-0.034,4,0,0,1
1000,2,-0.044,-0.033,4,0,0,1
1000,2,-0.044,-0.032,4,0,0,1
1000,2,-0.044,-0.031,4,0,0,1
1000,2,-0.044,-0.03,4,0,0,1
1000,2,-0.044,-0.029,4,0,0,1
1000,2,-0.044,-0.028,4,0,0,1
1000,2,-0.044,-0.027,4,0,0,1
1000,2,-0.044,-0.026,4,0,0,1
1000,2,-0.044,-0.025,4,0,0,1
1000,2,-0.044,-0.024,4,0,0,1
1000,2,-0.044,-0.023,4,0,0,1
1000,2,-0.044,-0.022,4,0,0,1
1000,2,-0.044,-0.021,4,0,0,1
1000,2,-0.044,-0.02,4,0,0,1
1000,2,-0.044,-0.019,4,0,0,1
1000,2,-0.044,-0.018,4,0,0,1
1000,2,-0.044,-0.017,4,0,0,1
1000,2,-0.044,-0.016,4,0,0,1
1000,2,-0.044,-0.015,4,0,0,1
1000,2,-0.044,-0.014,4,0,0,1
1000,2,-0.044,-0.013,4,0,0,1
1000,2,-0.044,-0.012,4,0,0,1
1000,2,-0.044,-0.011,4,0,0,1
1000,2,-0.044,-0.01,4,0,0,1
1000,2,-0.044,-0.00900000000000001,4,0,0,1
1000,2,-0.044,-0.00800000000000001,4,0,0,1
1000,2,-0.044,-0.00700000000000001,4,0,0,1
1000,2,-0.044,-0.00600000000000001,4,0,0,1
1000,2,-0.044,-0.005,4,0,0,1
1000,2,-0.044,-0.004,4,0,0,1
1000,2,-0.044,-0.003,4,0,0,1
1000,2,-0.044,-0.002,4,0,0,1
1000,2,-0.044,-0.001,4,0,0,1
1000,2,-0.044,0,4,0,0,1
1000,2,-0.044,0.001,4,0,0,1
1000,2,-0.044,0.002,4,0,0,1
1000,2,-0.044,0.003,4,0,0,1
1000,2,-0.044,0.004,4,0,0,1
1000,2,-0.044,0.005,4,0,0,1
1000,2,-0.044,0.00600000000000001,4,0,0,1
1000,2,-0.044,0.00700000000000001,4,0,0,1
1000,2,-0.044,0.00800000000000001,4,0,0,1
1000,2,-0.044,0.00900000000000001,4,0,0,1
1000,2,-0.044,0.01,4,0,0,1
1000,2,-0.044,0.011,4,0,0,1
1000,2,-0.044,0.012,4,0,0,1
1000,2,-0.044,0.013,4,0,0,1
1000,2,-0.044,0.014,4,0,0,1
1000,2,-0.044,0.015,4,0,0,1
1000,2,-0.044,0.016,4,0,0,1
1000,2,-0.044,0.017,4,0,0,1
1000,2,-0.044,0.018,4,0,0,1
1000,2,-0.044,0.019,4,0,0,1
1000,2,-0.044,0.02,4,0,0,1
1000,2,-0.044,0.021,4,0,0,1
1000,2,-0.044,0.022,4,0,0,1
1000,2,-0.044,0.023,4,0,0,1
1000,2,-0.044,0.024,4,0,0,1
1000,2,-0.044,0.025,4,0,0,1
1000,2,-0.044,0.026,4,0,0,1
1000,2,-0.044,0.027,4,0,0,1
1000,2,-0.044,0.028,4,0,0,1
1000,2,-0.044,0.029,4,0,0,1
1000,2,-0.044,0.03,4,0,0,1
1000,2,-0.044,0.031,4,0,0,1
1000,2,-0.044,0.032,4,0,0,1
1000,2,-0.044,0.033,4,0,0,1
1000,2,-0.044,0.034,4,0,0,1
1000,2,-0.044,0.035,4,0,0,1
1000,2,-0.044,0.036,4,0,0,1
1000,2,-0.044,0.037,4,0,0,1
1000,2,-0.044,0.038,4,0,0,1
1000,2,-0.044,0.039,4,0,0,1
1000,2,-0.044,0.04,4,0,0,1
1000,2,-0.044,0.041,4,0,0,1
1000,2,-0.044,0.042,4,0,0,1
1000,2,-0.044,0.043,4,0,0,1
1000,2,-0.044,0.044,4,0,0,1
1000,2,-0.044,0.045,4,0,0,1
1000,2,-0.044,0.046,4,0,0,1
1000,2,-0.044,0.047,4,0,0,1
1000,2,-0.044,0.048,4,0,0,1
1000,2,-0.044,0.049,4,0,0,1
1000,2,-0.044,0.05,4,0,0,1
1000,2,-0.044,0.051,4,0,0,1
1000,2,-0.043,-0.074,4,0,0,1
1000,2,-0.043,-0.073,4,0,0,1
1000,2,-0.043,-0.072,4,0,0,1
1000,2,-0.043,-0.071,4,0,0,1
1000,2,-0.043,-0.07,4,0,0,1
1000,2,-0.043,-0.069,4,0,0,1
1000,2,-0.043,-0.068,4,0,0,1
1000,2,-0.043,-0.067,4,0,0,1
1000,2,-0.043,-0.066,4,0,0,1
1000,2,-0.043,-0.065,4,0,0,1
1000,2,-0.043,-0.064,4,0,0,1
1000,2,-0.043,-0.063,4,0,0,1
1000,2,-0.043,-0.062,4,0,0,1
1000,2,-0.043,-0.061,4,0,0,1
1000,2,-0.043,-0.06,4,0,0,1
1000,2,-0.043,-0.059,4,0,0,1
1000,2,-0.043,-0.058,4,0,0,1
1000,2,-0.043,-0.057,4,0,0,1
1000,2,-0.043,-0.056,4,0,0,1
1000,2,-0.043,-0.055,4,0,0,1
1000,2,-0.043,-0.054,4,0,0,1
1000,2,-0.043,-0.053,4,0,0,1
1000,2,-0.043,-0.052,4,0,0,1
1000,2,-0.043,-0.051,4,0,0,1
1000,2,-0.043,-0.05,4,0,0,1
1000,2,-0.043,-0.049,4,0,0,1
1000,2,-0.043,-0.048,4,0,0,1
1000,2,-0.043,-0.047,4,0,0,1
1000,2,-0.043,-0.046,4,0,0,1
1000,2,-0.043,-0.045,4,0,0,1
1000,2,-0.043,-0.044,4,0,0,1
1000,2,-0.043,-0.043,4,0,0,1
1000,2,-0.043,-0.042,4,0,0,1
1000,2,-0.043,-0.041,4,0,0,1
1000,2,-0.043,-0.04,4,0,0,1
1000,2,-0.043,-0.039,4,0,0,1
1000,2,-0.043,-0.038,4,0,0,1
1000,2,-0.043,-0.037,4,0,0,1
1000,2,-0.043,-0.036,4,0,0,1
1000,2,-0.043,-0.035,4,0,0,1
1000,2,-0.043,-0.034,4,0,0,1
1000,2,-0.043,-0.033,4,0,0,1
1000,2,-0.043,-0.032,4,0,0,1
1000,2,-0.043,-0.031,4,0,0,1
1000,2,-0.043,-0.03,4,0,0,1
1000,2,-0.043,-0.029,4,0,0,1
1000,2,-0.043,-0.028,4,0,0,1
1000,2,-0.043,-0.027,4,0,0,1
1000,2,-0.043,-0.026,4,0,0,1
1000,2,-0.043,-0.025,4,0,0,1
1000,2,-0.043,-0.024,4,0,0,1
1000,2,-0.043,-0.023,4,0,0,1
1000,2,-0.043,-0.022,4,0,0,1
1000,2,-0.043,-0.021,4,0,0,1
1000,2,-0.043,-0.02,4,0,0,1
1000,2,-0.043,-0.019,4,0,0,1
1000,2,-0.043,-0.018,4,0,0,1
1000,2,-0.043,-0.017,4,0,0,1
1000,2,-0.043,-0.016,4,0,0,1
1000,2,-0.043,-0.015,4,0,0,1
1000,2,-0.043,-0.014,4,0,0,1
1000,2,-0.043,-0.013,4,0,0,1
1000,2,-0.043,-0.012,4,0,0,1
1000,2,-0.043,-0.011,4,0,0,1
1000,2,-0.043,-0.01,4,0,0,1
1000,2,-0.043,-0.00900000000000001,4,0,0,1
1000,2,-0.043,-0.00800000000000001,4,0,0,1
1000,2,-0.043,-0.00700000000000001,4,0,0,1
1000,2,-0.043,-0.00600000000000001,4,0,0,1
1000,2,-0.043,-0.005,4,0,0,1
1000,2,-0.043,-0.004,4,0,0,1
1000,2,-0.043,-0.003,4,0,0,1
1000,2,-0.043,-0.002,4,0,0,1
1000,2,-0.043,-0.001,4,0,0,1
1000,2,-0.043,0,4,0,0,1
1000,2,-0.043,0.001,4,0,0,1
1000,2,-0.043,0.002,4,0,0,1
1000,2,-0.043,0.003,4,0,0,1
1000,2,-0.043,0.004,4,0,0,1
1000,2,-0.043,0.005,4,0,0,1
1000,2,-0.043,0.00600000000000001,4,0,0,1
1000,2,-0.043,0.00700000000000001,4,0,0,1
1000,2,-0.043,0.00800000000000001,4,0,0,1
1000,2,-0.043,0.00900000000000001,4,0,0,1
1000,2,-0.043,0.01,4,0,0,1
1000,2,-0.043,0.011,4,0,0,1
1000,2,-0.043,0.012,4,0,0,1
1000,2,-0.043,0.013,4,0,0,1
1000,2,-0.043,0.014,4,0,0,1
1000,2,-0.043,0.015,4,0,0,1
1000,2,-0.043,0.016,4,0,0,1
1000,2,-0.043,0.017,4,0,0,1
1000,2,-0.043,0.018,4,0,0,1
1000,2,-0.043,0.019,4,0,0,1
1000,2,-0.043,0.02,4,0,0,1
1000,2,-0.043,0.021,4,0,0,1
1000,2,-0.043,0.022,4,0,0,1
1000,2,-0.043,0.023,4,0,0,1
1000,2,-0.043,0.024,4,0,0,1
1000,2,-0.043,0.025,4,0,0,1
1000,2,-0.043,0.026,4,0,0,1
1000,2,-0.043,0.027,4,0,0,1
1000,2,-0.043,0.028,4,0,0,1
1000,2,-0.043,0.029,4,0,0,1
1000,2,-0.043,0.03,4,0,0,1
1000,2,-0.043,0.031,4,0,0,1
1000,2,-0.043,0.032,4,0,0,1
1000,2,-0.043,0.033,4,0,0,1
1000,2,-0.043,0.034,4,0,0,1
1000,2,-0.043,0.035,4,0,0,1
1000,2,-0.043,0.036,4,0,0,1
1000,2,-0.043,0.037,4,0,0,1
1000,2,-0.043,0.038,4,0,0,1
1000,2,-0.043,0.039,4,0,0,1
1000,2,-0.043,0.04,4,0,0,1
1000,2,-0.043,0.041,4,0,0,1
1000,2,-0.043,0.042,4,0,0,1
1000,2,-0.043,0.043,4,0,0,1
1000,2,-0.043,0.044,4,0,0,1
1000,2,-0.043,0.045,4,0,0,1
1000,2,-0.043,0.046,4,0,0,1
1000,2,-0.043,0.047,4,0,0,1
1000,2,-0.043,0.048,4,0,0,1
1000,2,-0.043,0.049,4,0,0,1
1000,2,-0.043,0.05,4,0,0,1
1000,2,-0.042,-0.073,4,0,0,1
1000,2,-0.042,-0.072,4,0,0,1
1000,2,-0.042,-0.071,4,0,0,1
1000,2,-0.042,-0.07,4,0,0,1
1000,2,-0.042,-0.069,4,0,0,1
1000,2,-0.042,-0.068,4,0,0,1
1000,2,-0.042,-0.067,4,0,0,1
1000,2,-0.042,-0.066,4,0,0,1
1000,2,-0.042,-0.065,4,0,0,1
1000,2,-0.042,-0.064,4,0,0,1
1000,2,-0.042,-0.063,4,0,0,1
1000,2,-0.042,-0.062,4,0,0,1
1000,2,-0.042,-0.061,4,0,0,1
1000,2,-0.042,-0.06,4,0,0,1
1000,2,-0.042,-0.059,4,0,0,1
1000,2,-0.042,-0.058,4,0,0,1
1000,2,-0.042,-0.057,4,0,0,1
1000,2,-0.042,-0.056,4,0,0,1
1000,2,-0.042,-0.055,4,0,0,1
1000,2,-0.042,-0.054,4,0,0,1
1000,2,-0.042,-0.053,4,0,0,1
1000,2,-0.042,-0.052,4,0,0,1
1000,2,-0.042,-0.051,4,0,0,1
1000,2,-0.042,-0.05,4,0,0,1
1000,2,-0.042,-0.049,4,0,0,1
1000,2,-0.042,-0.048,4,0,0,1
1000,2,-0.042,-0.047,4,0,0,1
1000,2,-0.042,-0.046,4,0,0,1
1000,2,-0.042,-0.045,4,0,0,1
1000,2,-0.042,-0.044,4,0,0,1
1000,2,-0.042,-0.043,4,0,0,1
1000,2,-0.042,-0.042,4,0,0,1
1000,2,-0.042,-0.041,4,0,0,1
1000,2,-0.042,-0.04,4,0,0,1
1000,2,-0.042,-0.039,4,0,0,1
1000,2,-0.042,-0.038,4,0,0,1
1000,2,-0.042,-0.037,4,0,0,1
1000,2,-0.042,-0.036,4,0,0,1
1000,2,-0.042,-0.035,4,0,0,1
1000,2,-0.042,-0.034,4,0,0,1
1000,2,-0.042,-0.033,4,0,0,1
1000,2,-0.042,-0.032,4,0,0,1
1000,2,-0.042,-0.031,4,0,0,1
1000,2,-0.042,-0.03,4,0,0,1
1000,2,-0.042,-0.029,4,0,0,1
1000,2,-0.042,-0.028,4,0,0,1
1000,2,-0.042,-0.027,4,0,0,1
1000,2,-0.042,-0.026,4,0,0,1
1000,2,-0.042,-0.025,4,0,0,1
1000,2,-0.042,-0.024,4,0,0,1
1000,2,-0.042,-0.023,4,0,0,1
1000,2,-0.042,-0.022,4,0,0,1
1000,2,-0.042,-0.021,4,0,0,1
1000,2,-0.042,-0.02,4,0,0,1
1000,2,-0.042,-0.019,4,0,0,1
1000,2,-0.042,-0.018,4,0,0,1
1000,2,-0.042,-0.017,4,0,0,1
1000,2,-0.042,-0.016,4,0,0,1
1000,2,-0.042,-0.015,4,0,0,1
1000,2,-0.042,-0.014,4,0,0,1
1000,2,-0.042,-0.013,4,0,0,1
1000,2,-0.042,-0.012,4,0,0,1
1000,2,-0.042,-0.011,4,0,0,1
1000,2,-0.042,-0.01,4,0,0,1
1000,2,-0.042,-0.00900000000000001,4,0,0,1
1000,2,-0.042,-0.00800000000000001,4,0,0,1
1000,2,-0.042,-0.00700000000000001,4,0,0,1
1000,2,-0.042,-0.00600000000000001,4,0,0,1
1000,2,-0.042,-0.005,4,0,0,1
1000,2,-0.042,-0.004,4,0,0,1
1000,2,-0.042,-0.003,4,0,0,1
1000,2,-0.042,-0.002,4,0,0,1
1000,2,-0.042,-0.001,4,0,0,1
1000,2,-0.042,0,4,0,0,1
1000,2,-0.042,0.001,4,0,0,1
1000,2,-0.042,0.002,4,0,0,1
1000,2,-0.042,0.003,4,0,0,1
1000,2,-0.042,0.004,4,0,0,1
1000,2,-0.042,0.005,4,0,0,1
1000,2,-0.042,0.00600000000000001,4,0,0,1
1000,2,-0.042,0.00700000000000001,4,0,0,1
1000,2,-0.042,0.00800000000000001,4,0,0,1
1000,2,-0.042,0.00900000000000001,4,0,0,1
1000,2,-0.042,0.01,4,0,0,1
1000,2,-0.042,0.011,4,0,0,1
1000,2,-0.042,0.012,4,0,0,1
1000,2,-0.042,0.013,4,0,0,1
1000,2,-0.042,0.014,4,0,0,1
1000,2,-0.042,0.015,4,0,0,1
1000,2,-0.042,0.016,4,0,0,1
1000,2,-0.042,0.017,4,0,0,1
1000,2,-0.042,0.018,4,0,0,1
1000,2,-0.042,0.019,4,0,0,1
1000,2,-0.042,0.02,4,0,0,1
1000,2,-0.042,0.021,4,0,0,1
1000,2,-0.042,0.022,4,0,0,1
1000,2,-0.042,0.023,4,0,0,1
1000,2,-0.042,0.024,4,0,0,1
1000,2,-0.042,0.025,4,0,0,1
1000,2,-0.042,0.026,4,0,0,1
1000,2,-0.042,0.027,4,0,0,1
1000,2,-0.042,0.028,4,0,0,1
1000,2,-0.042,0.029,4,0,0,1
1000,2,-0.042,0.03,4,0,0,1
1000,2,-0.042,0.031,4,0,0,1
1000,2,-0.042,0.032,4,0,0,1
1000,2,-0.042,0.033,4,0,0,1
1000,2,-0.042,0.034,4,0,0,1
1000,2,-0.042,0.035,4,0,0,1
1000,2,-0.042,0.036,4,0,0,1
1000,2,-0.042,0.037,4,0,0,1
1000,2,-0.042,0.038,4,0,0,1
1000,2,-0.042,0.039,4,0,0,1
1000,2,-0.042,0.04,4,0,0,1
1000,2,-0.042,0.041,4,0,0,1
1000,2,-0.042,0.042,4,0,0,1
1000,2,-0.042,0.043,4,0,0,1
1000,2,-0.042,0.044,4,0,0,1
1000,2,-0.042,0.045,4,0,0,1
1000,2,-0.042,0.046,4,0,0,1
1000,2,-0.042,0.047,4,0,0,1
1000,2,-0.042,0.048,4,0,0,1
1000,2,-0.042,0.049,4,0,0,1
1000,2,-0.042,0.05,4,0,0,1
1000,2,-0.041,-0.073,4,0,0,1
1000,2,-0.041,-0.072,4,0,0,1
1000,2,-0.041,-0.071,4,0,0,1
1000,2,-0.041,-0.07,4,0,0,1
1000,2,-0.041,-0.069,4,0,0,1
1000,2,-0.041,-0.068,4,0,0,1
1000,2,-0.041,-0.067,4,0,0,1
1000,2,-0.041,-0.066,4,0,0,1
1000,2,-0.041,-0.065,4,0,0,1
1000,2,-0.041,-0.064,4,0,0,1
1000,2,-0.041,-0.063,4,0,0,1
1000,2,-0.041,-0.062,4,0,0,1
1000,2,-0.041,-0.061,4,0,0,1
1000,2,-0.041,-0.06,4,0,0,1
1000,2,-0.041,-0.059,4,0,0,1
1000,2,-0.041,-0.058,4,0,0,1
1000,2,-0.041,-0.057,4,0,0,1
1000,2,-0.041,-0.056,4,0,0,1
1000,2,-0.041,-0.055,4,0,0,1
1000,2,-0.041,-0.054,4,0,0,1
1000,2,-0.041,-0.053,4,0,0,1
1000,2,-0.041,-0.052,4,0,0,1
1000,2,-0.041,-0.051,4,0,0,1
1000,2,-0.041,-0.05,4,0,0,1
1000,2,-0.041,-0.049,4,0,0,1
1000,2,-0.041,-0.048,4,0,0,1
1000,2,-0.041,-0.047,4,0,0,1
1000,2,-0.041,-0.046,4,0,0,1
1000,2,-0.041,-0.045,4,0,0,1
1000,2,-0.041,-0.044,4,0,0,1
1000,2,-0.041,-0.043,4,0,0,1
1000,2,-0.041,-0.042,4,0,0,1
1000,2,-0.041,-0.041,4,0,0,1
1000,2,-0.041,-0.04,4,0,0,1
1000,2,-0.041,-0.039,4,0,0,1
1000,2,-0.041,-0.038,4,0,0,1
1000,2,-0.041,-0.037,4,0,0,1
1000,2,-0.041,-0.036,4,0,0,1
1000,2,-0.041,-0.035,4,0,0,1
1000,2,-0.041,-0.034,4,0,0,1
1000,2,-0.041,-0.033,4,0,0,1
1000,2,-0.041,-0.032,4,0,0,1
1000,2,-0.041,-0.031,4,0,0,1
1000,2,-0.041,-0.03,4,0,0,1
1000,2,-0.041,-0.029,4,0,0,1
1000,2,-0.041,-0.028,4,0,0,1
1000,2,-0.041,-0.027,4,0,0,1
1000,2,-0.041,-0.026,4,0,0,1
1000,2,-0.041,-0.025,4,0,0,1
1000,2,-0.041,-0.024,4,0,0,1
1000,2,-0.041,-0.023,4,0,0,1
1000,2,-0.041,-0.022,4,0,0,1
1000,2,-0.041,-0.021,4,0,0,1
1000,2,-0.041,-0.02,4,0,0,1
1000,2,-0.041,-0.019,4,0,0,1
1000,2,-0.041,-0.018,4,0,0,1
1000,2,-0.041,-0.017,4,0,0,1
1000,2,-0.041,-0.016,4,0,0,1
1000,2,-0.041,-0.015,4,0,0,1
1000,2,-0.041,-0.014,4,0,0,1
1000,2,-0.041,-0.013,4,0,0,1
1000,2,-0.041,-0.012,4,0,0,1
1000,2,-0.041,-0.011,4,0,0,1
1000,2,-0.041,-0.01,4,0,0,1
1000,2,-0.041,-0.00900000000000001,4,0,0,1
1000,2,-0.041,-0.00800000000000001,4,0,0,1
1000,2,-0.041,-0.00700000000000001,4,0,0,1
1000,2,-0.041,-0.00600000000000001,4,0,0,1
1000,2,-0.041,-0.005,4,0,0,1
1000,2,-0.041,-0.004,4,0,0,1
1000,2,-0.041,-0.003,4,0,0,1
1000,2,-0.041,-0.002,4,0,0,1
1000,2,-0.041,-0.001,4,0,0,1
1000,2,-0.041,0,4,0,0,1
1000,2,-0.041,0.001,4,0,0,1
1000,2,-0.041,0.002,4,0,0,1
1000,2,-0.041,0.003,4,0,0,1
1000,2,-0.041,0.004,4,0,0,1
1000,2,-0.041,0.005,4,0,0,1
1000,2,-0.041,0.00600000000000001,4,0,0,1
1000,2,-0.041,0.00700000000000001,4,0,0,1
1000,2,-0.041,0.00800000000000001,4,0,0,1
1000,2,-0.041,0.00900000000000001,4,0,0,1
1000,2,-0.041,0.01,4,0,0,1
1000,2,-0.041,0.011,4,0,0,1
1000,2,-0.041,0.012,4,0,0,1
1000,2,-0.041,0.013,4,0,0,1
1000,2,-0.041,0.014,4,0,0,1
1000,2,-0.041,0.015,4,0,0,1
1000,2,-0.041,0.016,4,0,0,1
1000,2,-0.041,0.017,4,0,0,1
1000,2,-0.041,0.018,4,0,0,1
1000,2,-0.041,0.019,4,0,0,1
1000,2,-0.041,0.02,4,0,0,1
1000,2,-0.041,0.021,4,0,0,1
1000,2,-0.041,0.022,4,0,0,1
1000,2,-0.041,0.023,4,0,0,1
1000,2,-0.041,0.024,4,0,0,1
1000,2,-0.041,0.025,4,0,0,1
1000,2,-0.041,0.026,4,0,0,1
1000,2,-0.041,0.027,4,0,0,1
1000,2,-0.041,0.028,4,0,0,1
1000,2,-0.041,0.029,4,0,0,1
1000,2,-0.041,0.03,4,0,0,1
1000,2,-0.041,0.031,4,0,0,1
1000,2,-0.041,0.032,4,0,0,1
1000,2,-0.041,0.033,4,0,0,1
1000,2,-0.041,0.034,4,0,0,1
1000,2,-0.041,0.035,4,0,0,1
1000,2,-0.041,0.036,4,0,0,1
1000,2,-0.041,0.037,4,0,0,1
1000,2,-0.041,0.038,4,0,0,1
1000,2,-0.041,0.039,4,0,0,1
1000,2,-0.041,0.04,4,0,0,1
1000,2,-0.041,0.041,4,0,0,1
1000,2,-0.041,0.042,4,0,0,1
1000,2,-0.041,0.043,4,0,0,1
1000,2,-0.041,0.044,4,0,0,1
1000,2,-0.041,0.045,4,0,0,1
1000,2,-0.041,0.046,4,0,0,1
1000,2,-0.041,0.047,4,0,0,1
1000,2,-0.041,0.048,4,0,0,1
1000,2,-0.041,0.049,4,0,0,1
1000,2,-0.04,-0.072,4,0,0,1
1000,2,-0.04,-0.071,4,0,0,1
1000,2,-0.04,-0.07,4,0,0,1
1000,2,-0.04,-0.069,4,0,0,1
1000,2,-0.04,-0.068,4,0,0,1
1000,2,-0.04,-0.067,4,0,0,1
1000,2,-0.04,-0.066,4,0,0,1
1000,2,-0.04,-0.065,4,0,0,1
1000,2,-0.04,-0.064,4,0,0,1
1000,2,-0.04,-0.063,4,0,0,1
1000,2,-0.04,-0.062,4,0,0,1
1000,2,-0.04,-0.061,4,0,0,1
1000,2,-0.04,-0.06,4,0,0,1
1000,2,-0.04,-0.059,4,0,0,1
1000,2,-0.04,-0.058,4,0,0,1
1000,2,-0.04,-0.057,4,0,0,1
1000,2,-0.04,-0.056,4,0,0,1
1000,2,-0.04,-0.055,4,0,0,1
1000,2,-0.04,-0.054,4,0,0,1
1000,2,-0.04,-0.053,4,0,0,1
1000,2,-0.04,-0.052,4,0,0,1
1000,2,-0.04,-0.051,4,0,0,1
1000,2,-0.04,-0.05,4,0,0,1
1000,2,-0.04,-0.049,4,0,0,1
1000,2,-0.04,-0.048,4,0,0,1
1000,2,-0.04,-0.047,4,0,0,1
1000,2,-0.04,-0.046,4,0,0,1
1000,2,-0.04,-0.045,4,0,0,1
1000,2,-0.04,-0.044,4,0,0,1
1000,2,-0.04,-0.043,4,0,0,1
1000,2,-0.04,-0.042,4,0,0,1
1000,2,-0.04,-0.041,4,0,0,1
1000,2,-0.04,-0.04,4,0,0,1
1000,2,-0.04,-0.039,4,0,0,1
1000,2,-0.04,-0.038,4,0,0,1
1000,2,-0.04,-0.037,4,0,0,1
1000,2,-0.04,-0.036,4,0,0,1
1000,2,-0.04,-0.035,4,0,0,1
1000,2,-0.04,-0.034,4,0,0,1
1000,2,-0.04,-0.033,4,0,0,1
1000,2,-0.04,-0.032,4,0,0,1
1000,2,-0.04,-0.031,4,0,0,1
1000,2,-0.04,-0.03,4,0,0,1
1000,2,-0.04,-0.029,4,0,0,1
1000,2,-0.04,-0.028,4,0,0,1
1000,2,-0.04,-0.027,4,0,0,1
1000,2,-0.04,-0.026,4,0,0,1
1000,2,-0.04,-0.025,4,0,0,1
1000,2,-0.04,-0.024,4,0,0,1
1000,2,-0.04,-0.023,4,0,0,1
1000,2,-0.04,-0.022,4,0,0,1
1000,2,-0.04,-0.021,4,0,0,1
1000,2,-0.04,-0.02,4,0,0,1
1000,2,-0.04,-0.019,4,0,0,1
1000,2,-0.04,-0.018,4,0,0,1
1000,2,-0.04,-0.017,4,0,0,1
1000,2,-0.04,-0.016,4,0,0,1
1000,2,-0.04,-0.015,4,0,0,1
1000,2,-0.04,-0.014,4,0,0,1
1000,2,-0.04,-0.013,4,0,0,1
1000,2,-0.04,-0.012,4,0,0,1
1000,2,-0.04,-0.011,4,0,0,1
1000,2,-0.04,-0.01,4,0,0,1
1000,2,-0.04,-0.00900000000000001,4,0,0,1
1000,2,-0.04,-0.00800000000000001,4,0,0,1
1000,2,-0.04,-0.00700000000000001,4,0,0,1
1000,2,-0.04,-0.00600000000000001,4,0,0,1
1000,2,-0.04,-0.005,4,0,0,1
1000,2,-0.04,-0.004,4,0,0,1
1000,2,-0.04,-0.003,4,0,0,1
1000,2,-0.04,-0.002,4,0,0,1
1000,2,-0.04,-0.001,4,0,0,1
1000,2,-0.04,0,4,0,0,1
1000,2,-0.04,0.001,4,0,0,1
1000,2,-0.04,0.002,4,0,0,1
1000,2,-0.04,0.003,4,0,0,1
1000,2,-0.04,0.004,4,0,0,1
1000,2,-0.04,0.005,4,0,0,1
1000,2,-0.04,0.00600000000000001,4,0,0,1
1000,2,-0.04,0.00700000000000001,4,0,0,1
1000,2,-0.04,0.00800000000000001,4,0,0,1
1000,2,-0.04,0.00900000000000001,4,0,0,1
1000,2,-0.04,0.01,4,0,0,1
1000,2,-0.04,0.011,4,0,0,1
1000,2,-0.04,0.012,4,0,0,1
1000,2,-0.04,0.013,4,0,0,1
1000,2,-0.04,0.014,4,0,0,1
1000,2,-0.04,0.015,4,0,0,1
1000,2,-0.04,0.016,4,0,0,1
1000,2,-0.04,0.017,4,0,0,1
1000,2,-0.04,0.018,4,0,0,1
1000,2,-0.04,0.019,4,0,0,1
1000,2,-0.04,0.02,4,0,0,1
1000,2,-0.04,0.021,4,0,0,1
1000,2,-0.04,0.022,4,0,0,1
1000,2,-0.04,0.023,4,0,0,1
1000,2,-0.04,0.024,4,0,0,1
1000,2,-0.04,0.025,4,0,0,1
1000,2,-0.04,0.026,4,0,0,1
1000,2,-0.04,0.027,4,0,0,1
1000,2,-0.04,0.028,4,0,0,1
1000,2,-0.04,0.029,4,0,0,1
1000,2,-0.04,0.03,4,0,0,1
1000,2,-0.04,0.031,4,0,0,1
1000,2,-0.04,0.032,4,0,0,1
1000,2,-0.04,0.033,4,0,0,1
1000,2,-0.04,0.034,4,0,0,1
1000,2,-0.04,0.035,4,0,0,1
1000,2,-0.04,0.036,4,0,0,1
1000,2,-0.04,0.037,4,0,0,1
1000,2,-0.04,0.038,4,0,0,1
1000,2,-0.04,0.039,4,0,0,1
1000,2,-0.04,0.04,4,0,0,1
1000,2,-0.04,0.041,4,0,0,1
1000,2,-0.04,0.042,4,0,0,1
1000,2,-0.04,0.043,4,0,0,1
1000,2,-0.04,0.044,4,0,0,1
1000,2,-0.04,0.045,4,0,0,1
1000,2,-0.04,0.046,4,0,0,1
1000,2,-0.04,0.047,4,0,0,1
1000,2,-0.04,0.048,4,0,0,1
1000,2,-0.04,0.049,4,0,0,1
1000,2,-0.039,-0.072,4,0,0,1
1000,2,-0.039,-0.071,4,0,0,1
1000,2,-0.039,-0.07,4,0,0,1
1000,2,-0.039,-0.069,4,0,0,1
1000,2,-0.039,-0.068,4,0,0,1
